LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,y,x
3,0.3954,0.0888,0.0675,0.106,0.14715469,2.41E-07,6.21E-06,0.43,0.3611,0.3164,0.2126,0.1324,0.2059,0.3601,0.4074,-0.498106061,-0.088295688,0.324662331,0.633209418,0.63272267,0.633209418,-0.577183885,1.920349684,0.397353241,-0.110986232,-2400675,3878745
5,0.4367,0.2867,0.2598,0.3013,0.27648124,8.19E-07,9.80E-06,0.4714,0.4283,0.3436,0.2274,0.1409,0.3312,0.4277,0.4597,-0.065591565,-0.024829932,-0.296730721,0.207354161,0.666211519,0.207354161,-0.183468835,1.318538647,0.072018126,-0.119313085,-2400725,3878755
2,0.4005,0.0589,0.0478,0.0815,0.15937638,2.76E-07,8.29E-06,0.3989,0.3926,0.2246,0.1236,0.0462,0.1276,0.3082,0.3668,-0.467494283,-0.160968661,-0.017021277,0.743578581,0.675326071,0.743578581,-0.661825726,3.138714734,0.368364611,-0.281394977,-2400735,3878915
2,0.3221,0.061,0.0483,0.0722,0.12379098,3.75E-07,8.15E-06,0.3454,0.3749,0.2075,0.1303,0.0484,0.1222,0.2617,0.3166,-0.483732571,-0.084084084,0.001034126,0.681545288,0.56133801,0.681545288,-0.633781385,2.635842881,0.334061135,-0.216389728,-2400825,3879015
6,0.5591,0.4906,0.3033,0.4196,0.20750846,2.25E-07,6.09E-06,0.5283,0.503,0.4876,0.3896,0.1312,0.5051,0.5201,0.5342,-0.074955908,0.078004834,-0.396087457,0.06525674,0.407168024,0.06525674,-0.142536017,1.106909523,0.014562619,-0.068309926,-2401305,3879255
6,0.5436,0.4697,0.2621,0.3857,0.27601612,2.05E-07,8.53E-06,0.5591,0.4993,0.5715,0.4281,0.1429,0.5443,0.5601,0.5759,-0.194107814,0.098199673,-0.294320988,0.072930031,0.371152522,0.072930031,-0.169912838,0.998713945,0.07357002,0.025020178,-2401885,3879225
6,0.3599,0.2609,0.138,0.2258,0.13846283,2.80E-07,5.81E-06,0.3815,0.3328,0.338,0.2379,0.0937,0.3588,0.3686,0.3865,-0.19900674,0.072118348,-0.191195511,0.159471649,0.337962228,0.159471649,-0.228956804,1.003065775,0.157979668,-0.031379854,-2401765,3879575
6,0.4571,0.3491,0.2226,0.3105,0.20191349,2.73E-07,7.32E-06,0.4518,0.3822,0.4264,0.3247,0.0795,0.3733,0.4142,0.4387,-0.157280499,0.058520315,-0.473684211,0.133961796,0.421660822,0.133961796,-0.190984888,1.224484329,0.033499446,-0.034748161,-2401375,3879665
2,0.3797,0.032,0.0307,0.0532,0.08311591,1.23E-07,5.20E-06,0.4086,0.4033,0.1769,0.0851,0.0345,0.0967,0.3026,0.3806,-0.537592351,-0.248826291,0.058282209,0.844547,0.68377502,0.844547,-0.754215754,3.926577042,0.502719503,-0.364355013,-2401815,3880195
5,0.3413,0.247,0.2315,0.2538,0.14967252,3.76E-07,6.90E-06,0.3665,0.3936,0.3019,0.223,0.0771,0.2299,0.3169,0.3473,-0.086557495,-0.013578275,-0.500324044,0.160292368,0.557702038,0.160292368,-0.147034112,1.484558504,-0.035856574,-0.061256219,-2402165,3880665
5,0.3386,0.219,0.2022,0.2212,0.12894665,2.49E-07,6.05E-06,0.3683,0.3642,0.3552,0.2755,0.0695,0.2162,0.2941,0.3284,-0.232477446,-0.004997728,-0.488406331,0.214490674,0.55232814,0.214490674,-0.209717756,1.566142461,-0.006433824,0.023926204,-2402265,3880895
5,0.3154,0.2341,0.2262,0.2409,0.11331556,2.97E-07,5.58E-06,0.3401,0.3673,0.3373,0.276,0.0556,0.2263,0.2968,0.3238,-0.166724317,-0.014315789,-0.605393896,0.147952684,0.541670738,0.147952684,-0.133920546,1.393725144,-0.01694179,0.033552934,-2402595,3881335
2,0.3546,0.0689,0.0535,0.0827,0.12233497,4.08E-07,6.96E-06,0.3606,0.3664,0.2665,0.1527,0.0473,0.1313,0.2826,0.3292,-0.526345934,-0.091029024,-0.061507937,0.674616293,0.598207426,0.674616293,-0.621769952,2.700685453,0.311688312,-0.141845114,-2403055,3881675
1,0.3829,0.05,0.0438,0.0708,0.085290246,2.66E-07,5.41E-06,0.3685,0.3727,0.2184,0.1299,0.0474,0.1262,0.2848,0.3406,-0.510373444,-0.17218543,0.039473684,0.768999769,0.66985381,0.768999769,-0.687899493,3.0340729,0.43246311,-0.273573923,-2402985,3881605
1,0.3642,0.0355,0.0349,0.059,0.09011232,1.85E-07,5.73E-06,0.3801,0.3901,0.1781,0.0821,0.0366,0.0978,0.2886,0.3518,-0.502319696,-0.248677249,0.023776224,0.822366775,0.665171614,0.822366775,-0.721172023,3.72392638,0.467366842,-0.343167988,-2403055,3881545
1,0.2939,0.0682,0.0529,0.0743,0.08991215,3.17E-07,5.92E-06,0.3342,0.3689,0.1831,0.1036,0.0378,0.1095,0.2457,0.3014,-0.422688423,-0.042807018,-0.166482911,0.623308478,0.510238451,0.623308478,-0.596414992,2.684018265,0.232414181,-0.232285115,-2403195,3881565
2,0.2467,0.0499,0.0371,0.0511,0.09097129,3.59E-07,9.02E-06,0.2581,0.2792,0.1594,0.0867,0.0368,0.0859,0.183,0.227,-0.514489311,-0.011881188,-0.00405954,0.663519892,0.447095477,0.663519892,-0.656816655,2.871944121,0.265095729,-0.214971682,-2403255,3881585
1,0.336,0.0386,0.035,0.0537,0.10068823,3.51E-07,6.92E-06,0.3366,0.3652,0.1921,0.1131,0.0394,0.1045,0.2546,0.308,-0.563059398,-0.163596966,0.059139785,0.793913508,0.614052563,0.793913508,-0.724403387,3.215311005,0.460517121,-0.272486272,-2403345,3881535
2,0.3517,0.0693,0.0549,0.0866,0.14314298,7.69E-07,8.84E-06,0.3419,0.3337,0.2107,0.1243,0.0513,0.1264,0.2704,0.3163,-0.417423478,-0.11096857,-0.033898305,0.670783848,0.597418403,0.670783848,-0.60483687,2.782436709,0.291773122,-0.250711238,-2403745,3881385
2,0.4149,0.0467,0.0428,0.073,0.15527453,2.78E-07,7.92E-06,0.4402,0.3806,0.25,0.1291,0.0437,0.1225,0.3377,0.4044,-0.547987616,-0.219715957,0.010404624,0.797660312,0.720871843,0.797660312,-0.700758352,3.386938776,0.447990544,-0.248007219,-2404045,3881355
3,0.387,0.0765,0.0582,0.0981,0.13065585,4.07E-07,7.02E-06,0.4167,0.4017,0.3162,0.1795,0.0558,0.159,0.3317,0.3833,-0.526430123,-0.12371134,-0.021052632,0.669902913,0.632139056,0.669902913,-0.59554731,2.433962264,0.350318471,-0.100682594,-2403875,3881295
6,0.3653,0.095,0.077,0.1126,0.17622302,6.46E-07,8.93E-06,0.4054,0.3948,0.3253,0.1943,0.0662,0.168,0.327,0.3754,-0.485727335,-0.08477842,-0.075418994,0.587225722,0.602629253,0.587225722,-0.52877171,2.174404762,0.27756654,-0.057920649,-2403865,3881265
5,0.3554,0.0924,0.0852,0.1105,0.124415755,2.37E-07,6.04E-06,0.3861,0.3532,0.2721,0.1688,0.0578,0.1537,0.3126,0.3622,-0.422373236,-0.089206506,-0.191608392,0.587315766,0.626455776,0.587315766,-0.525649281,2.312296682,0.249085738,-0.132749004,-2404825,3881215
5,0.3342,0.0816,0.0762,0.0974,0.12600471,6.74E-07,7.39E-06,0.3741,0.3896,0.2556,0.1501,0.0519,0.1409,0.2979,0.3471,-0.44815864,-0.088268156,-0.18969555,0.607503608,0.602012297,0.607503608,-0.548656163,2.371894961,0.266516854,-0.133265514,-2404825,3881205
5,0.3342,0.0816,0.0762,0.0974,0.12600471,6.74E-07,7.39E-06,0.3741,0.3896,0.2556,0.1501,0.0519,0.1409,0.2979,0.3471,-0.44815864,-0.088268156,-0.18969555,0.607503608,0.602012297,0.607503608,-0.548656163,2.371894961,0.266516854,-0.133265514,-2404825,3881205
3,0.3763,0.0856,0.0661,0.1033,0.14922802,5.29E-07,7.75E-06,0.4091,0.4143,0.3236,0.1829,0.0561,0.1658,0.3214,0.3715,-0.516045912,-0.093700371,-0.081833061,0.629357004,0.6133845,0.629357004,-0.569224354,2.26960193,0.319013524,-0.075296471,-2404845,3880695
5,0.3196,0.2864,0.2623,0.2743,0.068095036,4.13E-08,2.73E-06,0.3343,0.3559,0.3495,0.3085,0.1819,0.3104,0.3104,0.3199,-0.120551459,0.021580168,-0.18099955,0.054785479,0.478729862,0.054785479,-0.076275467,1.029639175,0.040214477,0.044686893,-2405585,3880225
5,0.4677,0.4501,0.4337,0.4384,0.09743031,7.95E-08,2.88E-06,0.4888,0.4447,0.4606,0.3791,0.2393,0.4922,0.4812,0.4835,-0.024694105,0.013168261,-0.288855869,0.019176291,0.785484135,0.019176291,-0.032336387,0.950223486,0.044677916,-0.00764839,-2404395,3878305
3,0.409,0.1056,0.0761,0.1185,0.096358106,3.06E-07,5.22E-06,0.3784,0.3531,0.3204,0.2279,0.2249,0.2042,0.3181,0.3519,-0.460013671,-0.057563588,0.494352159,0.589584143,0.622957502,0.589584143,-0.5507109,2.002938296,0.318269852,-0.121469701,-2405265,3880405
3,0.4173,0.0928,0.072,0.1148,0.11858363,1.85E-07,5.59E-06,0.4329,0.435,0.3309,0.2101,0.2,0.1796,0.3482,0.3977,-0.484855284,-0.105973025,0.470588235,0.636149775,0.662750157,0.636149775,-0.568502161,2.323496659,0.318649046,-0.115477145,-2405295,3880455
3,0.3876,0.0837,0.0621,0.1005,0.15080942,4.96E-07,7.68E-06,0.4144,0.421,0.3367,0.192,0.0575,0.1631,0.3233,0.3746,-0.540256176,-0.091205212,-0.038461538,0.644812222,0.62167761,0.644812222,-0.58819914,2.376456162,0.32171799,-0.070274748,-2405405,3880515
3,0.4069,0.1025,0.0773,0.117,0.14160226,5.36E-07,7.44E-06,0.4211,0.3972,0.3534,0.2093,0.1156,0.1812,0.3384,0.3854,-0.50255102,-0.066059226,0.198548471,0.597565764,0.634296016,0.597565764,-0.553349876,2.245584989,0.27740571,-0.07036696,-2405425,3880395
3,0.4121,0.0907,0.0691,0.1135,0.1739819,4.85E-07,8.13E-06,0.4341,0.4378,0.3426,0.1964,0.0665,0.1815,0.3568,0.4029,-0.502302127,-0.11165524,-0.019174041,0.639220366,0.653350023,0.639220366,-0.568112633,2.270523416,0.333578251,-0.092089572,-2405355,3880255
3,0.4047,0.0822,0.0641,0.1079,0.14879242,4.86E-07,6.97E-06,0.43,0.4168,0.3272,0.1852,0.0748,0.1718,0.3528,0.4006,-0.504022064,-0.135192004,0.077033837,0.662353666,0.655929154,0.662353666,-0.579008974,2.3556461,0.352755906,-0.105888783,-2405235,3880205
1,0.4006,0.0349,0.0336,0.0579,0.1325521,1.59E-07,7.93E-06,0.4103,0.4384,0.1882,0.0909,0.0339,0.0968,0.3092,0.3794,-0.529459569,-0.247844828,0.004444444,0.839724455,0.711782032,0.839724455,-0.747437296,4.138429752,0.470007593,-0.360733696,-2405735,3880015
1,0.368,0.0374,0.0353,0.0554,0.11006333,1.61E-07,6.87E-06,0.4022,0.4148,0.191,0.0925,0.0339,0.0957,0.2959,0.3672,-0.550324675,-0.193965517,-0.020231214,0.815490873,0.66478364,0.815490873,-0.738308928,3.845350052,0.438016529,-0.316636852,-2406105,3880525
7,0.0696,0.0964,0.1038,0.1231,0.17244162,2.02E-06,2.10E-05,0.1243,0.1583,0.1473,0.1056,0.0913,0.114,0.1024,0.118,-0.089497041,-0.121640091,-0.064069708,-0.161445783,0.089246694,-0.161445783,0.277633627,0.610526316,0.08365019,0.358229599,-2392595,3874655
