LULC_code,nir,red,blue,green,emad,smad,bcmad,nir08,nir09,swir16,swir22,coastal,rededge1,rededge2,rededge3,mndwi,ndti,cai,ndvi,evi,savi,ndwi,mci,ndci,nbi,y,x
3,0.4556,0.0718,0.0564,0.1038,0.13809592,2.53E-07,6.01E-06,0.4585,0.3923,0.2943,0.1733,0.0561,0.162,0.3713,0.427,-0.478522984,-0.182232346,-0.002666667,0.727720895,0.729260626,0.727720895,-0.628888094,2.812345679,0.385799829,-0.215095346,-2394935,3864325
5,0.3693,0.076,0.0639,0.0966,0.10145522,3.50E-07,5.27E-06,0.3619,0.3923,0.2587,0.1738,0.0571,0.1455,0.2953,0.3292,-0.456234168,-0.119351101,-0.056198347,0.658657085,0.629434271,0.658657085,-0.585318738,2.53814433,0.313769752,-0.17611465,-2394965,3864365
1,0.3589,0.0277,0.0222,0.0432,0.13515805,1.60E-07,7.83E-06,0.3856,0.3686,0.1773,0.0901,0.0416,0.0827,0.2724,0.3473,-0.608163265,-0.218617772,0.304075235,0.856699431,0.640033858,0.856699431,-0.785128078,4.339782346,0.498188406,-0.338679597,-2394985,3864415
1,0.4151,0.025,0.0223,0.0455,0.08613806,1.32E-07,5.15E-06,0.4336,0.4176,0.1667,0.0738,0.0254,0.0795,0.3085,0.3985,-0.571159284,-0.290780142,0.064989518,0.886389457,0.724505491,0.886389457,-0.802431611,5.221383648,0.5215311,-0.426950842,-2394955,3864465
1,0.2993,0.0211,0.0206,0.0354,0.109853365,2.37E-07,8.52E-06,0.3218,0.3338,0.1469,0.0643,0.0204,0.0648,0.2269,0.2897,-0.611629183,-0.253097345,-0.004878049,0.868289638,0.571928583,0.868289638,-0.788467284,4.61882716,0.508731083,-0.341550874,-2395445,3865095
5,0.3523,0.0485,0.0342,0.0642,0.13684586,1.81E-07,9.99E-06,0.3765,0.3887,0.2299,0.1205,0.0268,0.1123,0.2905,0.3421,-0.563413805,-0.139307897,-0.121311475,0.757984032,0.600122584,0.757984032,-0.691716687,3.13713268,0.396766169,-0.210237032,-2395535,3865225
5,0.2831,0.2723,0.2665,0.2704,0.08059237,2.00E-07,3.62E-06,0.2967,0.3724,0.3721,0.3373,0.1592,0.2644,0.2724,0.2835,-0.158287938,0.003501013,-0.252055438,0.019445445,0.47426891,0.019445445,-0.022944896,1.070726172,-0.014719583,0.135836386,-2395535,3865655
5,0.5218,0.4837,0.4688,0.5076,0.11007144,1.23E-07,2.50E-06,0.4963,0.4323,0.3834,0.3301,0.1204,0.4808,0.5005,0.5188,0.139393939,-0.024109755,-0.591310251,0.037891596,0.903964758,0.037891596,-0.013794443,1.085274542,-0.003006739,-0.152894388,-2395835,3865535
5,0.2869,0.1697,0.1107,0.1512,0.118952826,1.54E-07,6.90E-06,0.3127,0.3211,0.3116,0.26,0.0716,0.2153,0.2619,0.291,-0.346585998,0.057650358,-0.214481624,0.256679807,0.371258094,0.256679807,-0.309746633,1.33255922,0.118441558,0.041269841,-2396425,3866855
5,0.2651,0.1436,0.132,0.1447,0.080676496,2.11E-07,4.94E-06,0.3097,0.3575,0.282,0.2216,0.0502,0.1638,0.2639,0.291,-0.321771737,-0.00381547,-0.44895719,0.297284071,0.456716812,0.297284071,-0.293801855,1.618437118,0.065712427,0.030890148,-2396255,3866595
5,0.2467,0.1309,0.1206,0.1413,0.084070675,2.47E-07,4.83E-06,0.276,0.3239,0.2675,0.2241,0.0861,0.1656,0.2375,0.2625,-0.308708415,-0.038207201,-0.166908563,0.306673729,0.430870876,0.306673729,-0.271649485,1.4897343,0.11703204,0.040451186,-2396685,3867505
6,0.3055,0.2453,0.1491,0.2023,0.10218371,2.41E-07,4.36E-06,0.3339,0.3345,0.337,0.2916,0.097,0.2966,0.309,0.3224,-0.249768218,0.096067918,-0.21170256,0.10929557,0.312498116,0.10929557,-0.203229618,1.030006743,0.094666913,0.049027237,-2394175,3875745
5,0.2932,0.1909,0.134,0.1686,0.1341693,4.86E-07,6.55E-06,0.3444,0.3421,0.2754,0.2064,0.1023,0.2292,0.3025,0.3314,-0.240540541,0.062030598,-0.134151502,0.211319975,0.378138951,0.211319975,-0.269813772,1.279232112,0.091168769,-0.03130496,-2394175,3875705
5,0.2594,0.2056,0.137,0.1569,0.12030814,2.29E-07,6.45E-06,0.2853,0.3279,0.2792,0.2248,0.1169,0.2548,0.2657,0.2782,-0.280440266,0.134344828,-0.079165026,0.115698925,0.302217673,0.115698925,-0.246216671,1.018053375,0.106863597,0.036761975,-2394345,3875885
12,0.4001,0.0439,0.0365,0.0688,0.0956911,1.89E-07,4.86E-06,0.3926,0.3382,0.226,0.1443,0.0824,0.123,0.3193,0.377,-0.533242877,-0.22094055,0.386038688,0.802252252,0.68814535,0.802252252,-0.706547238,3.252845528,0.473936489,-0.278070596,-2394715,3875475
3,0.3523,0.0807,0.0612,0.0987,0.18036075,7.35E-07,9.46E-06,0.3615,0.3355,0.2291,0.1423,0.0807,0.1408,0.2948,0.3408,-0.397803539,-0.100334448,0.137420719,0.627251732,0.580798548,0.627251732,-0.562305987,2.502130682,0.271331828,-0.211902305,-2394675,3875625
3,0.3923,0.0582,0.0441,0.0832,0.121159494,2.16E-07,6.45E-06,0.4196,0.3823,0.2588,0.1597,0.076,0.1615,0.3388,0.3929,-0.513450292,-0.176803395,0.26561199,0.741620422,0.653942938,0.741620422,-0.650052576,2.429102167,0.470186618,-0.205037629,-2394755,3875675
12,0.3459,0.0237,0.0199,0.0448,0.09775892,1.43E-07,5.64E-06,0.3835,0.3379,0.1475,0.0679,0.0306,0.0806,0.2797,0.3519,-0.534061362,-0.308029197,0.211881188,0.871753247,0.628188371,0.871753247,-0.770668032,4.291563275,0.545541707,-0.402107823,-2394585,3875105
5,0.2732,0.1895,0.0661,0.0962,0.056106236,1.40E-07,2.96E-06,0.2609,0.2874,0.3093,0.2659,0.0835,0.2172,0.2578,0.2692,-0.525524044,0.326566328,0.11631016,0.180894748,0.257776385,0.180894748,-0.479155387,1.257826888,0.068109171,0.061974249,-2394365,3874705
3,0.3296,0.094,0.0639,0.1011,0.10183834,4.87E-07,6.61E-06,0.3235,0.2856,0.2454,0.1784,0.0762,0.1706,0.2751,0.3135,-0.416450216,-0.036391594,0.087794433,0.55618508,0.516138155,0.55618508,-0.530531693,1.932004689,0.289493575,-0.146434783,-2393925,3873675
1,0.2167,0.0705,0.0531,0.0771,0.11305345,4.85E-07,9.82E-06,0.2066,0.1455,0.1225,0.0803,0.0769,0.1094,0.1703,0.1949,-0.22745491,-0.044715447,0.183076923,0.509052925,0.37959644,0.509052925,-0.475153165,1.980804388,0.21623124,-0.277712264,-2393935,3873655
12,0.311,0.0933,0.0785,0.1062,0.109326355,4.22E-07,6.94E-06,0.3084,0.2833,0.223,0.1571,0.0715,0.1704,0.2587,0.291,-0.354799514,-0.064661654,-0.046666667,0.538461538,0.533676534,0.538461538,-0.490891659,1.825117371,0.292377702,-0.164794007,-2393985,3874005
5,0.4437,0.423,0.3885,0.4201,0.22102085,1.93E-07,5.38E-06,0.4695,0.4041,0.3969,0.3355,0.1628,0.4745,0.4778,0.4619,0.028396573,0.003439687,-0.409395973,0.023883697,0.642586263,0.023883697,-0.027321139,0.935089568,0.057381616,-0.055674518,-2394225,3872585
1,0.2589,0.1291,0.0854,0.1151,0.08601077,1.84E-07,4.79E-06,0.2837,0.3028,0.265,0.2248,0.0796,0.1944,0.2539,0.2776,-0.394369903,0.057330057,-0.035151515,0.334536082,0.371966978,0.334536082,-0.384491979,1.331790123,0.201854714,0.011643443,-2394385,3872585
5,0.1739,0.1202,0.0931,0.1189,0.19859114,7.27E-07,1.28E-05,0.1985,0.2729,0.2209,0.1957,0.0934,0.153,0.1818,0.1761,-0.300176574,0.005437056,0.001608579,0.182590955,0.262814889,0.182590955,-0.18784153,1.136601307,0.120058565,0.119047619,-2395005,3871955
5,0.1357,0.1083,0.0837,0.105,0.095289476,7.48E-07,5.79E-06,0.2436,0.2875,0.2828,0.232,0.1044,0.1957,0.2223,0.239,-0.458483755,0.015471167,0.110047847,0.112295082,0.199481753,0.112295082,-0.127544661,0.693408278,0.2875,0.351493429,-2395055,3871885
3,0.4824,0.0423,0.0304,0.0805,0.06404888,1.23E-07,3.37E-06,0.4973,0.4753,0.2511,0.1277,0.0533,0.1299,0.3939,0.4707,-0.514475271,-0.311074919,0.273596177,0.838765009,0.771582018,0.838765009,-0.713981169,3.713625866,0.508710801,-0.315337423,-2395865,3870475
3,0.3652,0.0579,0.0411,0.0819,0.1036181,3.31E-07,6.12E-06,0.4487,0.488,0.2176,0.111,0.0307,0.1293,0.3447,0.4133,-0.453088481,-0.17167382,-0.144846797,0.726305838,0.608893794,0.726305838,-0.633639007,2.824439288,0.381410256,-0.253260124,-2395945,3870555
4,0.145,0.0724,0.0533,0.0681,0.06885925,2.94E-07,7.37E-06,0.1754,0.2532,0.151,0.0852,0.0303,0.0987,0.1339,0.1537,-0.378366043,0.030604982,-0.275119617,0.333946642,0.2459204,0.333946642,-0.360863444,1.469098278,0.15371128,0.02027027,-2396075,3870605
4,0.2222,0.015,0.0075,0.0213,0.018969849,2.31E-08,1.82E-06,0.2286,0.2551,0.0868,0.0404,0.0056,0.0525,0.168,0.2052,-0.605920444,-0.173553719,-0.145038168,0.873524452,0.430351527,0.873524452,-0.825051335,4.232380952,0.555555556,-0.438187702,-2396595,3870365
2,0.265,0.036,0.0198,0.0454,0.21457976,1.12E-07,1.41E-05,0.3079,0.287,0.1751,0.0985,0.0424,0.0921,0.262,0.2933,-0.588208617,-0.115479115,0.363344051,0.760797342,0.470168856,0.760797342,-0.707474227,2.877307275,0.43793911,-0.204271756,-2395885,3870325
5,0.2172,0.1175,0.1139,0.1215,0.13848671,4.39E-07,1.17E-05,0.2308,0.261,0.2855,0.1893,0.0863,0.1456,0.1984,0.2173,-0.402948403,-0.016736402,-0.137862138,0.297878697,0.398426893,0.297878697,-0.28255093,1.491758242,0.106803497,0.135866322,-2395585,3870185
3,0.3611,0.0836,0.0521,0.0923,0.122224435,3.46E-07,6.23E-06,0.3658,0.3687,0.3059,0.182,0.0511,0.1594,0.2948,0.3362,-0.536413862,-0.04945992,-0.009689922,0.624016191,0.556506675,0.624016191,-0.592853992,2.265370138,0.311934156,-0.082758621,-2397405,3870345
6,0.2792,0.2007,0.1465,0.1813,0.044431098,7.54E-08,2.02E-06,0.3145,0.3547,0.3198,0.2683,0.1232,0.2239,0.2769,0.2961,-0.276391938,0.05078534,-0.086392288,0.163575745,0.359152132,0.163575745,-0.212595005,1.246985261,0.054639661,0.067779633,-2397575,3870415
5,0.3952,0.3541,0.3528,0.3645,0.10836255,1.07E-07,3.32E-06,0.4149,0.3519,0.3807,0.3144,0.1231,0.3395,0.3945,0.412,-0.02173913,-0.014472586,-0.482664425,0.054851194,0.725452049,0.054851194,-0.040410688,1.164064801,-0.021049596,-0.018687975,-2397625,3870395
3,0.4186,0.0659,0.0462,0.0849,0.1284004,5.84E-07,7.19E-06,0.4318,0.394,0.2869,0.1558,0.0399,0.1456,0.3384,0.3996,-0.543302851,-0.125994695,-0.073170732,0.727966976,0.668211244,0.727966976,-0.662760675,2.875,0.376832151,-0.186676116,-2398385,3871645
2,0.3429,0.0573,0.0351,0.0676,0.06992734,2.09E-07,5.18E-06,0.3471,0.3633,0.2047,0.1147,0.0244,0.1182,0.2675,0.3187,-0.503488799,-0.082465973,-0.179831933,0.713643178,0.561979697,0.713643178,-0.670645554,2.901015228,0.347008547,-0.252373996,-2398375,3871585
1,0.352,0.0127,0.0084,0.0221,0.057739496,1.11E-07,3.93E-06,0.4002,0.3522,0.152,0.0656,0.0119,0.0654,0.2759,0.3649,-0.746122918,-0.270114943,0.172413793,0.930353715,0.635291532,0.930353715,-0.881849773,5.382262997,0.674775928,-0.396825397,-2398325,3871465
1,0.3534,0.0313,0.0322,0.0505,0.10851734,9.15E-08,6.59E-06,0.397,0.4055,0.1445,0.0609,0.0332,0.0843,0.2783,0.3638,-0.482051282,-0.234718826,0.01529052,0.837275799,0.655689775,0.837275799,-0.749938103,4.192170819,0.458477509,-0.419562161,-2399855,3879805
1,0.3028,0.0289,0.0296,0.0491,0.13191141,1.38E-07,9.36E-06,0.352,0.3596,0.1669,0.08,0.029,0.0854,0.2586,0.3239,-0.54537037,-0.258974359,-0.010238908,0.825746156,0.580529421,0.825746156,-0.72094345,3.545667447,0.494313211,-0.289333617,-2399945,3879645
1,0.3702,0.0333,0.0331,0.0582,0.1348753,1.70E-07,9.14E-06,0.3841,0.3923,0.167,0.0754,0.0394,0.0942,0.2852,0.3544,-0.48312611,-0.272131148,0.086896552,0.834944238,0.675014186,0.834944238,-0.728291317,3.929936306,0.477647059,-0.378257632,-2400055,3879505
12,0.3773,0.0456,0.0441,0.0685,0.15358333,1.67E-07,8.94E-06,0.3918,0.3804,0.1894,0.0978,0.0473,0.1033,0.2958,0.3626,-0.468786351,-0.200701139,0.035010941,0.784346181,0.679960611,0.784346181,-0.692687304,3.652468538,0.387508395,-0.331568731,-2399785,3879985
1,0.3446,0.0375,0.0388,0.0572,0.11893219,3.96E-07,7.83E-06,0.3499,0.3786,0.1502,0.0722,0.038,0.0878,0.2602,0.3286,-0.448408872,-0.208025343,-0.010416667,0.803716305,0.644454873,0.803716305,-0.715281234,3.924829157,0.401436552,-0.392886015,-2399685,3879995
12,0.3244,0.0454,0.0425,0.0643,0.12338068,1.84E-07,9.12E-06,0.3125,0.3473,0.1851,0.1057,0.0444,0.0995,0.241,0.2935,-0.48436247,-0.172288058,0.021864212,0.754461871,0.599037596,0.754461871,-0.669153589,3.260301508,0.373360939,-0.273405299,-2399855,3880005
1,0.2915,0.0383,0.0403,0.0581,0.12769806,2.95E-07,1.08E-05,0.2845,0.328,0.1212,0.0592,0.0411,0.0807,0.2128,0.2638,-0.351924149,-0.205394191,0.00982801,0.767738023,0.566383659,0.767738023,-0.667620137,3.612143742,0.356302521,-0.412648413,-2399395,3880955
3,0.336,0.0611,0.0472,0.0772,0.17174113,4.62E-07,1.05E-05,0.3599,0.3575,0.211,0.1221,0.0459,0.1244,0.2941,0.3422,-0.46426093,-0.116413594,-0.01396348,0.69226895,0.577561916,0.69226895,-0.626331075,2.70096463,0.341239892,-0.228519196,-2399475,3880905
2,0.4045,0.0421,0.0383,0.0669,0.16725157,1.55E-07,8.27E-06,0.4544,0.4308,0.2053,0.1021,0.0328,0.1155,0.3489,0.429,-0.508449669,-0.227522936,-0.077355837,0.811464398,0.707486221,0.811464398,-0.716164616,3.502164502,0.465736041,-0.32666448,-2399485,3880765
3,0.3255,0.0795,0.0581,0.0924,0.12619019,3.23E-07,7.65E-06,0.3239,0.3264,0.2631,0.1759,0.0599,0.1514,0.2635,0.304,-0.480168776,-0.07504363,0.015254237,0.607407407,0.53722334,0.607407407,-0.557788945,2.14993395,0.311390212,-0.106014271,-2399435,3881235
1,0.4724,0.0302,0.0322,0.0578,0.07579771,1.02E-07,4.39E-06,0.491,0.432,0.1836,0.082,0.0347,0.09,0.3563,0.4606,-0.521126761,-0.313636364,0.037369208,0.87982491,0.814956448,0.87982491,-0.781969068,5.248888889,0.49750416,-0.440243902,-2399525,3881365
1,0.4788,0.025,0.0263,0.0495,0.10874831,1.10E-07,5.66E-06,0.4904,0.4171,0.1626,0.0703,0.0317,0.0888,0.3454,0.4524,-0.533239038,-0.32885906,0.093103448,0.900754268,0.818693025,0.900754268,-0.812606474,5.391891892,0.560632689,-0.492984097,-2399415,3881675
1,0.4464,0.0288,0.0313,0.0578,0.091845274,5.97E-08,5.04E-06,0.4872,0.4876,0.1795,0.0742,0.0301,0.1047,0.3625,0.4523,-0.512852929,-0.334872979,-0.019543974,0.878787879,0.785293799,0.878787879,-0.770725902,4.263610315,0.568539326,-0.426425947,-2397045,3883775
1,0.4698,0.0317,0.0334,0.0567,0.10222318,1.12E-07,5.73E-06,0.4719,0.4614,0.1814,0.0807,0.0289,0.0925,0.3435,0.4405,-0.523729525,-0.28280543,-0.07223114,0.873579262,0.810783966,0.873579262,-0.784615385,5.078918919,0.489533011,-0.442874693,-2396755,3883765
4,0.3909,0.0257,0.0291,0.0512,0.08924917,2.16E-07,7.11E-06,0.3118,0.3025,0.0787,0.036,0.0387,0.0806,0.242,0.2946,-0.211701309,-0.33159948,0.14159292,0.876620259,0.71714964,0.876620259,-0.768378195,4.849875931,0.516462841,-0.664821124,-2396885,3883585
5,0.36,0.1996,0.1453,0.1837,0.15059407,2.39E-07,6.56E-06,0.3668,0.3656,0.3338,0.2393,0.0905,0.2562,0.3193,0.3444,-0.290048309,0.041481868,-0.232400339,0.28663331,0.477160473,0.28663331,-0.324259702,1.405152225,0.124177271,-0.037763044,-2397625,3883155
3,0.4248,0.0559,0.0494,0.0859,0.17201503,4.50E-07,7.76E-06,0.4551,0.3854,0.2673,0.1398,0.0766,0.1346,0.3555,0.4258,-0.513590034,-0.211565585,0.215873016,0.767422509,0.723969202,0.767422509,-0.663598982,3.156017831,0.41312336,-0.22756827,-2398325,3882865
5,0.2767,0.1353,0.1114,0.1345,0.10483862,2.60E-07,6.23E-06,0.3032,0.3406,0.2708,0.2186,0.0565,0.1859,0.2614,0.2857,-0.336294103,0.002965159,-0.326980345,0.343203883,0.444094174,0.343203883,-0.345817121,1.488434642,0.157534247,-0.010776256,-2398935,3882235
5,0.4529,0.2973,0.284,0.3142,0.17154858,4.14E-07,6.77E-06,0.4841,0.3958,0.373,0.2768,0.0927,0.3264,0.4247,0.4653,-0.08556461,-0.027636958,-0.507831165,0.207411357,0.754450167,0.207411357,-0.180810846,1.387561275,0.046657047,-0.096742947,-2396615,3883745
4,0.377,0.025,0.029,0.055,0.070579976,1.14E-07,4.85E-06,0.3964,0.323,0.0939,0.0355,0.0283,0.0968,0.3091,0.3718,-0.261249161,-0.375,-0.012216405,0.875621891,0.700649103,0.875621891,-0.74537037,3.894628099,0.589490969,-0.601189212,-2394865,3882945
4,0.3824,0.0202,0.0247,0.0487,0.059517615,5.69E-08,3.98E-06,0.4018,0.3977,0.0863,0.03,0.0248,0.0894,0.3095,0.3763,-0.278518519,-0.413642961,0.002020202,0.89965226,0.709826677,0.89965226,-0.774066342,4.277404922,0.631386861,-0.631747386,-2395215,3882855
2,0.3653,0.0582,0.0517,0.0794,0.1949759,5.68E-07,9.48E-06,0.393,0.3868,0.1983,0.1181,0.0478,0.1214,0.3056,0.3707,-0.428159885,-0.154069767,-0.03919598,0.72514758,0.644469568,0.72514758,-0.642905329,3.009060956,0.351893096,-0.296309439,-2394705,3883115
2,0.3969,0.0413,0.038,0.0672,0.15411851,2.78E-07,8.53E-06,0.3841,0.3513,0.1735,0.0897,0.0418,0.1033,0.2952,0.3623,-0.441628583,-0.238709677,0.047619048,0.811501597,0.699382217,0.811501597,-0.71040724,3.842207164,0.428769018,-0.391654979,-2394755,3883135
2,0.366,0.0715,0.0543,0.0825,0.28135663,1.26E-06,1.56E-05,0.3876,0.3874,0.2213,0.13,0.0492,0.1318,0.3067,0.3621,-0.456879526,-0.071428571,-0.049275362,0.673142857,0.607818411,0.673142857,-0.632107023,2.77693475,0.296606001,-0.246381747,-2394825,3883105
2,0.233,0.0635,0.0432,0.065,0.18531692,9.07E-07,1.54E-05,0.2618,0.3148,0.1791,0.1094,0.0447,0.1096,0.2092,0.2467,-0.467431381,-0.011673152,0.017064846,0.571669477,0.402325581,0.571669477,-0.563758389,2.125912409,0.266320046,-0.130793497,-2394665,3883035
3,0.3667,0.0517,0.0479,0.0751,0.191516,5.67E-07,1.03E-05,0.3941,0.4179,0.2143,0.1215,0.0451,0.1225,0.3063,0.368,-0.480995162,-0.184542587,-0.030107527,0.752868069,0.656509695,0.752868069,-0.660027162,2.993469388,0.406429392,-0.262306368,-2394495,3883035
2,0.4138,0.0379,0.0343,0.0634,0.10448254,1.74E-07,6.77E-06,0.3969,0.4129,0.1803,0.0903,0.0331,0.1002,0.2963,0.3657,-0.479688141,-0.251727542,-0.017804154,0.832189506,0.720112721,0.832189506,-0.734283319,4.129740519,0.451122375,-0.393031476,-2394315,3882875
2,0.4446,0.0431,0.0382,0.0726,0.14202888,8.84E-08,6.93E-06,0.4632,0.4484,0.2226,0.1178,0.0376,0.1278,0.3562,0.4327,-0.508130081,-0.254969749,-0.007915567,0.823251999,0.754146961,0.823251999,-0.719257541,3.478873239,0.495611469,-0.332733813,-2394205,3882905
4,0.4109,0.0293,0.0329,0.0594,0.10668292,2.54E-07,7.26E-06,0.4218,0.2686,0.1079,0.0436,0.0446,0.0959,0.3279,0.4005,-0.289898386,-0.33934611,0.150967742,0.866878692,0.744766596,0.866878692,-0.74739528,4.284671533,0.531948882,-0.584040093,-2394475,3882745
4,0.2523,0.0322,0.0329,0.0505,0.10110632,4.34E-07,1.13E-05,0.1944,0.2192,0.0709,0.035,0.0382,0.072,0.161,0.1801,-0.168039539,-0.221281741,0.074542897,0.773637961,0.499311783,0.773637961,-0.666446499,3.504166667,0.381957774,-0.561262376,-2394535,3882805
1,0.3231,0.0297,0.0283,0.0487,0.085430205,1.89E-07,6.11E-06,0.355,0.3285,0.1308,0.0592,0.0462,0.0811,0.2527,0.3249,-0.457381616,-0.242346939,0.240268456,0.831632653,0.603584035,0.831632653,-0.7380312,3.983970407,0.463898917,-0.423661599,-2394625,3882645
6,0.2236,0.1017,0.0769,0.1023,0.15200001,9.64E-07,1.26E-05,0.2495,0.3233,0.1618,0.1133,0.0422,0.1513,0.2048,0.2346,-0.225293449,-0.002941176,-0.291351805,0.374731018,0.363788234,0.374731018,-0.372200061,1.477858559,0.196047431,-0.16035288,-2394785,3882495
1,0.377,0.0253,0.0274,0.0503,0.12935802,7.19E-08,6.64E-06,0.403,0.4274,0.1558,0.0677,0.0299,0.0894,0.2993,0.3791,-0.511887433,-0.330687831,0.043630017,0.874223217,0.693115696,0.874223217,-0.764568219,4.217002237,0.558849172,-0.415165165,-2394715,3882535
1,0.3615,0.0424,0.0408,0.0688,0.097464144,2.41E-07,6.96E-06,0.3689,0.3615,0.143,0.0689,0.0395,0.1096,0.2841,0.3454,-0.3503305,-0.237410072,-0.01618929,0.790047041,0.65756928,0.790047041,-0.6802231,3.298357664,0.442105263,-0.433102081,-2394815,3882415
3,0.4138,0.0901,0.0801,0.1051,0.1220758,4.08E-07,6.37E-06,0.4141,0.4113,0.2287,0.147,0.059,0.1553,0.3206,0.3851,-0.370281606,-0.076844262,-0.151689432,0.642389363,0.697669265,0.642389363,-0.594912315,2.664520283,0.265688672,-0.288093385,-2394635,3882275
1,0.3817,0.0461,0.0429,0.0684,0.109408624,2.54E-07,8.04E-06,0.4077,0.3992,0.1607,0.0809,0.0398,0.1081,0.3055,0.3803,-0.402880838,-0.194759825,-0.037484885,0.784478728,0.679473271,0.784478728,-0.696067541,3.530989824,0.402075227,-0.407448378,-2394685,3882235
6,0.3608,0.046,0.042,0.0672,0.0888802,2.82E-07,5.78E-06,0.3658,0.3271,0.143,0.0742,0.0404,0.0994,0.271,0.3427,-0.360608944,-0.187279152,-0.019417476,0.773844641,0.647601755,0.773844641,-0.685981308,3.629778672,0.367262724,-0.43231441,-2394775,3882465
6,0.3159,0.0847,0.0674,0.0942,0.1023483,4.00E-07,6.60E-06,0.3436,0.2938,0.2388,0.1789,0.065,0.1851,0.2858,0.3246,-0.434234234,-0.053102292,-0.018126888,0.577134299,0.53469589,0.577134299,-0.540599854,1.706645057,0.372127502,-0.138994051,-2394675,3881925
6,0.3157,0.2158,0.1607,0.2039,0.1338988,4.48E-07,8.36E-06,0.2453,0.2995,0.1951,0.1483,0.0681,0.2088,0.2212,0.2391,0.022055138,0.028353586,-0.40472028,0.187958608,0.408076855,0.187958608,-0.215165512,1.51197318,-0.016486105,-0.236100235,-2394685,3881905
3,0.3624,0.0824,0.0614,0.1002,0.08456675,2.46E-07,4.77E-06,0.3603,0.2336,0.2619,0.1635,0.0695,0.1444,0.2964,0.338,-0.446561723,-0.097480832,0.061879297,0.629496403,0.589844589,0.629496403,-0.566796368,2.509695291,0.273368607,-0.160980298,-2394505,3881975
1,0.3586,0.0606,0.0489,0.0773,0.11854032,2.49E-07,7.15E-06,0.3209,0.3402,0.1979,0.131,0.0547,0.1511,0.2619,0.3021,-0.438226744,-0.121102248,0.055984556,0.710877863,0.616695562,0.710877863,-0.645331498,2.37326274,0.427491734,-0.288769093,-2393905,3882345
1,0.3332,0.0796,0.0659,0.096,0.11983638,1.88E-07,7.48E-06,0.3598,0.2642,0.1689,0.1012,0.0589,0.135,0.2863,0.3387,-0.275198188,-0.093394077,-0.056089744,0.614341085,0.572253238,0.614341085,-0.552656104,2.468148148,0.258154706,-0.327225652,-2393825,3882395
1,0.442,0.0331,0.0347,0.0663,0.09916648,7.32E-08,5.85E-06,0.4852,0.414,0.1797,0.0781,0.0344,0.1086,0.3707,0.4564,-0.46097561,-0.334004024,-0.004341534,0.860660913,0.776542181,0.860660913,-0.739130435,4.069981584,0.532815808,-0.421907673,-2392255,3882695
1,0.4792,0.0354,0.0367,0.0633,0.111305684,1.47E-07,5.65E-06,0.4684,0.4063,0.1769,0.0788,0.0454,0.1016,0.3528,0.4406,-0.472939217,-0.282674772,0.105968331,0.862417412,0.820842306,0.862417412,-0.766635945,4.716535433,0.483211679,-0.460752934,-2392045,3882785
1,0.3181,0.0425,0.0393,0.0628,0.10089827,4.67E-07,6.28E-06,0.2946,0.3256,0.1295,0.0632,0.051,0.0948,0.2268,0.2823,-0.346853874,-0.192782526,0.129568106,0.764281753,0.588844996,0.764281753,-0.67025466,3.355485232,0.380917698,-0.421358356,-2391955,3882865
1,0.3747,0.0597,0.0506,0.0774,0.12596025,2.72E-07,8.24E-06,0.3836,0.3813,0.2079,0.1252,0.0615,0.128,0.2997,0.3614,-0.457413249,-0.129102845,0.097234612,0.725138122,0.64803458,0.725138122,-0.657597877,2.92734375,0.36387853,-0.286302781,-2392035,3882715
6,0.431,0.1169,0.0888,0.132,0.14099717,5.84E-07,7.04E-06,0.3768,0.3623,0.2102,0.1312,0.0613,0.1997,0.3181,0.3646,-0.228521333,-0.060666935,-0.183211193,0.573279796,0.65507365,0.573279796,-0.531083481,2.158237356,0.261528743,-0.344354336,-2391905,3882815
3,0.3953,0.0604,0.051,0.0837,0.10107424,2.17E-07,5.67E-06,0.4037,0.3596,0.2029,0.1179,0.0598,0.1321,0.3173,0.3788,-0.415910677,-0.161693269,0.079422383,0.73491332,0.674701862,0.73491332,-0.650521921,2.992429977,0.372467532,-0.321631561,-2391955,3882825
1,0.3248,0.116,0.0976,0.1331,0.1168272,5.52E-07,6.63E-06,0.3198,0.2186,0.1961,0.1233,0.0591,0.1561,0.2576,0.2973,-0.191373026,-0.06864713,-0.245692406,0.473684211,0.540037244,0.473684211,-0.41865036,2.080717489,0.14737229,-0.247072375,-2391745,3883455
1,0.2215,0.0668,0.0552,0.072,0.06802517,3.77E-07,6.01E-06,0.2294,0.2237,0.1572,0.1111,0.068,0.1312,0.1826,0.2129,-0.371727749,-0.037463977,0.103896104,0.536593826,0.403004221,0.536593826,-0.509369676,1.688262195,0.325252525,-0.169791392,-2391465,3883975
3,0.3972,0.0801,0.0612,0.0977,0.105847314,2.31E-07,5.35E-06,0.4128,0.3942,0.3119,0.1757,0.0655,0.1654,0.3299,0.3801,-0.522949219,-0.098987627,0.033938437,0.664362036,0.643431069,0.664362036,-0.605172762,2.401451028,0.347454175,-0.12029333,-2391255,3884555
1,0.1943,0.0595,0.0496,0.0639,0.09418959,6.37E-07,9.57E-06,0.2346,0.128,0.1512,0.0981,0.0612,0.1099,0.1844,0.2201,-0.405857741,-0.035656402,0.104693141,0.531126872,0.361443229,0.531126872,-0.505034857,1.767970883,0.297520661,-0.124746744,-2391155,3884645
